,year_to_date_return,years_up,years_down,fund_symbol,fund_return_2021_q2,fund_return_2021_q1,fund_return_2020_q4,fund_return_2020_q3,fund_return_2020_q2,category_return_2020,fund_return_2020
20911,0.1682,3.0,2.0,TADFX,0.05589,0.08228,0.15377,0.01832,0.11867,0.02911,-0.07651
20913,-0.0117,4.0,1.0,TAEDX,0.04142,-0.05185,0.08838,0.02163,0.15045,0.05086,0.07225
20914,0.007,4.0,1.0,TAFLX,0.02499,-0.02663,0.02237,0.02151,0.06965,0.08056,0.07082
20916,0.0281,6.0,3.0,TAGBX,0.01535,0.03023,0.11878,0.0334,0.05995,0.06177,0.01495
20917,0.1011,4.0,1.0,TAGEX,0.04936,0.04323,0.15117,0.07799,0.17089,0.1296,0.13092
20919,0.1381,9.0,2.0,TAGIX,0.07412,0.0537,0.16847,0.07738,0.24633,0.15414,0.19077
20928,0.0817,7.0,1.0,TAICX,0.03797,0.03485,0.07007,0.0372,0.08661,0.08856,0.06644
20929,0.0863,7.0,1.0,TAIFX,0.03933,0.03736,0.07159,0.03866,0.08849,0.08856,0.07373
20930,0.1126,4.0,1.0,TAINX,0.04581,0.06141,0.17348,0.05175,0.18727,0.00882,0.06835
20933,0.216,4.0,1.0,TALCX,0.06099,0.13074,0.1997,0.02948,0.20303,0.02911,0.01274
20934,0.1318,15.0,5.0,TALFX,0.0614,0.05842,0.1618,0.07141,0.23955,0.15414,0.21481
20935,0.1303,2.0,1.0,TALRX,0.06151,0.0569,0.1613,0.07082,0.23912,0.15414,0.2119
20937,0.0338,25.0,5.0,TAMBX,0.02126,0.00709,0.0294,0.01551,0.02448,0.05363,0.04052
20938,0.1112,4.0,1.0,TAMMX,0.06214,0.02729,0.07718,0.05979,0.14745,0.11719,0.15929
20947,0.1196,4.0,2.0,TASHX,0.05444,0.04817,0.1091,0.06353,0.15335,0.08856,0.11352
20948,0.2004,4.0,1.0,TASMX,0.04829,0.15509,0.25657,0.03287,0.198,0.02633,0.03792
20952,0.0,25.0,4.0,TAUSX,0.02086,-0.0308,0.0138,0.01178,0.04832,0.07522,0.08286
20963,0.0067,20.0,0.0,TBDFX,0.00353,0.00114,0.00681,0.01449,0.04561,0.03809,0.03179
20965,0.005,3.0,0.0,TBDRX,0.0037,-0.00071,0.00608,0.01376,0.04456,0.03809,0.02868
20966,0.0075,20.0,0.0,TBDTX,0.00494,0.00056,0.00735,0.01502,0.04597,0.03809,0.03374
20979,0.1107,10.0,1.0,TBLIX,0.0619,0.02672,0.07692,0.05952,0.14716,0.11719,0.15805
20980,0.1093,20.0,6.0,TBLRX,0.06103,0.02621,0.07565,0.05748,0.14668,0.11719,0.15109
20981,0.112,2.0,1.0,TBLTX,0.06233,0.02744,0.07698,0.05977,0.14703,0.11719,0.15713
20982,0.0293,17.0,4.0,TBMBX,0.01836,0.00522,0.02745,0.01464,0.02153,0.05363,0.03276
20984,-0.0383,8.0,5.0,TBOAX,0.0029,-0.0341,0.00073,-0.0053,-0.01538,0.03443,-0.05946
20999,0.0238,17.0,4.0,TCCAX,0.0203,-0.00324,0.02064,0.01168,0.0258,0.04587,0.0292
21005,0.2101,10.0,4.0,TCEMX,0.1397,0.0876,0.18341,0.07685,0.27887,0.17903,0.08917
21007,0.0986,4.0,1.0,TCETX,0.05646,0.02905,0.1065,0.05857,0.15091,0.14042,0.1404
21010,0.0632,4.0,1.0,TCFTX,0.04117,0.00952,0.07139,0.04135,0.10718,0.10747,0.11779
21013,-0.0221,18.0,3.0,TCGIX,0.01061,-0.04334,-0.01002,-0.00146,0.00203,0.05647,0.05973
21016,0.1033,4.0,1.0,TCHDX,0.05744,0.03191,0.10774,0.06066,0.1517,0.14042,0.14613
21019,0.069,3.0,2.0,TCHTX,0.04304,0.01318,0.0747,-0.00326,0.00109,0.10795,-0.06041
21024,0.0254,10.0,5.0,TCINX,0.01733,0.0289,0.11712,0.03622,0.05885,0.06177,0.01013
21025,0.0461,4.0,1.0,TCITX,0.03457,-0.00089,0.0546,0.03296,0.08811,0.09035,0.10496
21027,0.0511,4.0,1.0,TCJTX,0.03606,0.00176,0.05516,0.03548,0.08952,0.09035,0.11127
21028,0.1127,4.0,1.0,TCKTX,0.06192,0.03657,0.11538,0.06512,0.16235,0.14564,0.1496
21044,0.1347,4.0,1.0,TCMTX,0.06915,0.04955,0.13734,0.07686,0.18868,0.15247,0.1626
21051,-0.0094,5.0,4.0,TCOFX,0.0161,-0.03546,0.00717,0.00408,0.00245,0.08056,-0.03991
21053,0.1254,4.0,1.0,TCOTX,0.06593,0.0442,0.12879,0.07185,0.17829,0.15102,0.15708
21054,0.0046,7.0,3.0,TCPAX,0.02414,-0.03005,0.00591,0.00982,0.03522,0.07522,0.06566
21055,0.0011,6.0,3.0,TCPCX,0.02224,-0.03101,0.00307,0.0079,0.03335,0.07522,0.05683
21057,0.0076,7.0,2.0,TCPNX,0.025,-0.02918,0.00584,0.01162,0.03507,0.07522,0.06821
21059,0.1212,4.0,1.0,TCPTX,0.06443,0.04234,0.12674,0.07088,0.1757,0.15102,0.14966
21060,0.1157,1.0,0.0,TCPWX,0.142,-0.02341,0.1563,0.21035,0.57904,0.35862,1.12317
21061,0.007,24.0,5.0,TCPYX,0.02474,-0.02941,0.00559,0.01135,0.03483,0.07522,0.06714
21068,0.1087,4.0,1.0,TCRTX,0.05977,0.03547,0.11386,0.06342,0.16028,0.14564,0.1428
21071,0.116,4.0,2.0,TCSHX,0.05273,0.0465,0.1058,0.06272,0.15103,0.08856,0.10398
21073,0.1319,2.0,1.0,TCSOX,0.06831,0.04878,0.1364,0.07573,0.19001,0.15518,0.15701
21074,0.1355,2.0,1.0,TCSSX,0.07034,0.04947,0.1386,0.07825,0.19068,0.15518,0.16414
21075,0.0727,3.0,2.0,TCSUX,0.04478,0.01413,0.07696,-0.00215,0.00432,0.10795,-0.05281
21076,0.0642,1.0,0.0,TCTGX,0.04124,0.01042,0.07169,0.04233,0.10845,0.10747,0.12128
21079,0.0713,0.0,1.0,TCTJX,0.04418,0.01426,0.0748,-0.00326,0.00327,0.10795,-0.05775
21080,0.0744,0.0,1.0,TCTKX,0.04629,0.01567,0.07867,-0.00309,0.00413,0.11841,-0.06341
21081,0.0845,1.0,0.0,TCTLX,0.0507,0.02151,0.0921,0.05244,0.13293,0.12985,0.13128
21082,0.1005,1.0,0.0,TCTMX,0.05659,0.0307,0.10688,0.0596,0.1502,0.14042,0.1428
21083,0.131,2.0,1.0,TCTOX,0.06831,0.04798,0.13622,0.07664,0.18872,0.15468,0.15681
21085,0.1106,1.0,0.0,TCTQX,0.06072,0.03561,0.11435,0.06446,0.16077,0.14564,0.14528
21087,0.1354,2.0,1.0,TCTSX,0.06957,0.04943,0.13842,0.07818,0.19177,0.15468,0.16494
21088,0.1224,1.0,0.0,TCTTX,0.06465,0.04326,0.12758,0.07106,0.17742,0.15102,0.15245
21089,0.1314,1.0,0.0,TCTUX,0.06811,0.04806,0.13644,0.07536,0.18693,0.15247,0.15833
21090,0.133,1.0,0.0,TCTVX,0.06851,0.04893,0.13726,0.07685,0.19063,0.15468,0.15993
21092,0.133,1.0,0.0,TCTYX,0.06851,0.04893,0.13735,0.07685,0.19063,0.15518,0.16002
21096,-0.0044,17.0,4.0,TCUSX,0.01896,-0.0326,0.01188,0.00987,0.04638,0.07522,0.07479
21103,-0.1135,16.0,11.0,TCWAX,0.05072,-0.00055,0.101,0.13856,0.20685,0.37103,0.34086
21104,-0.1171,16.0,11.0,TCWCX,0.0486,-0.00223,0.09873,0.13654,0.20418,0.37103,0.33066
21113,0.0,14.0,9.0,TDADX,0.0206,0.05659,0.19505,0.10585,0.19453,0.17903,0.19012
21116,0.1454,9.0,2.0,TDEIX,0.10028,0.01274,0.11699,0.12964,0.2776,0.35862,0.36171
21119,0.1651,4.0,3.0,TDFAX,0.05392,0.08147,0.15443,0.01606,0.1195,0.02911,-0.07931
21120,0.1597,4.0,3.0,TDFCX,0.05282,0.07871,0.15074,0.01523,0.11712,0.02911,-0.087
21121,0.1674,4.0,3.0,TDFIX,0.05681,0.08064,0.15477,0.01657,0.12001,0.02911,-0.0766
21122,0.0834,4.0,1.0,TDFTX,0.04981,0.02065,0.09185,0.05146,0.13266,0.12985,0.12901
21124,0.0868,4.0,1.0,TDHTX,0.0517,0.02208,0.09405,0.05365,0.1336,0.12985,0.13675
21126,0.0732,3.0,2.0,TDITX,0.04615,0.01562,0.07729,-0.00308,0.00309,0.11841,-0.06616
21127,0.0672,4.0,1.0,TDKTX,0.04263,0.01121,0.07301,0.04291,0.10973,0.10747,0.12535
21128,-0.0028,12.0,6.0,TDMRX,0.01936,0.05529,0.1937,0.10423,0.19262,0.17903,0.18429
21129,-0.0056,15.0,10.0,TDMTX,0.01796,0.05397,0.1918,0.10296,0.19145,0.17903,0.17791
21130,0.0777,3.0,2.0,TDOTX,0.04776,0.01749,0.07882,-0.00204,0.00512,0.11841,-0.06023
21133,0.0245,11.0,1.0,TEAFX,0.01789,-0.00036,0.02101,0.01353,0.02173,0.04507,0.04912
21134,0.019,15.0,4.0,TEBCX,0.01554,-0.00265,0.01863,0.01116,0.01939,0.04507,0.03944
21137,0.0179,14.0,5.0,TECCX,0.01413,-0.00274,0.01816,0.01142,0.02048,0.04587,0.03645
21138,0.0217,16.0,3.0,TECFX,0.01578,-0.00112,0.01985,0.01311,0.02214,0.04587,0.04329
21143,-0.0016,17.0,12.0,TEDMX,0.02012,0.05586,0.19435,0.10481,0.19407,0.17903,0.18674
21152,0.1666,17.0,6.0,TEFAX,0.01992,0.15366,0.27493,0.01276,0.14944,-0.01149,-0.06703
21153,0.0233,10.0,2.0,TEFEX,0.01647,-0.00047,0.02053,0.01379,0.02284,0.04587,0.04611
21155,0.0774,12.0,6.0,TEFRX,0.01982,0.08453,0.19478,0.02426,0.12039,0.00882,-0.00827
21156,0.0745,15.0,10.0,TEFTX,0.01816,0.08439,0.19454,0.02222,0.11855,0.00882,-0.01335
21158,-0.0355,20.0,5.0,TEGBX,0.00125,-0.02909,0.00679,-0.00855,0.00033,0.03443,-0.04789
21166,0.0784,26.0,12.0,TEMFX,0.01935,0.08543,0.19777,0.02373,0.11954,0.00882,-0.00488
21167,0.1728,27.0,12.0,TEMGX,0.046,0.10235,0.18766,0.10444,0.23958,0.2489,0.13228
21169,0.1311,17.0,7.0,TEMIX,0.04412,0.07879,0.17056,0.00671,0.17647,0.0798,-0.06502
21171,0.2162,10.0,4.0,TEMMX,0.14191,0.09038,0.18467,0.07907,0.28078,0.17903,0.09698
21173,0.0792,28.0,12.0,TEMQX,0.02544,0.05765,0.12873,0.02426,0.08971,0.06177,-0.02829
21176,0.1543,46.0,25.0,TEMTX,0.0528,0.10512,0.17293,0.02471,0.11313,0.15414,-0.05287
21180,0.23576,10.0,4.0,TEMZX,0.1423,0.09117,0.18585,0.07979,0.28182,0.17903,0.09922
21181,-0.03942,3.0,1.0,TENIX,-0.0137,-0.01683,0.09953,0.04418,0.09911,0.11029,0.16279
21183,0.012,1.0,0.0,TEOIX,0.05403,0.03085,0.20979,0.09605,0.19272,0.17903,0.16882
21184,0.01284,1.0,0.0,TEOJX,0.05399,0.03082,0.21012,0.09718,0.19272,0.17903,0.17151
21186,-0.00763,6.0,2.0,TEPCX,0.002,-0.00365,0.00547,0.00572,0.02112,0.02277,0.02795
21187,-0.00306,6.0,2.0,TEPFX,0.0045,-0.00237,0.00724,0.00743,0.02277,0.02277,0.03565
21194,0.11228,18.0,6.0,TEQIX,0.02666,0.06035,0.13073,0.02568,0.09159,0.06177,-0.02123
21201,0.19124,16.0,9.0,TESGX,0.04529,0.0996,0.18609,0.10077,0.23855,0.2489,0.1236
21203,0.19935,57.0,14.0,TESIX,0.05519,0.10703,0.17517,0.02644,0.11479,0.15414,-0.04598
21204,0.19638,13.0,5.0,TESRX,0.05433,0.10617,0.17464,0.02562,0.11475,0.15414,-0.04801
21208,0.15697,16.0,8.0,TEURX,0.04215,0.07668,0.16854,0.00483,0.17376,0.0798,-0.07153
21211,0.0195,0.0,1.0,TEZAX,0.00679,-0.04225,-0.04157,0.05743,0.0487,0.06177,-0.01794
21212,0.01197,0.0,1.0,TEZCX,0.00456,-0.04461,-0.04279,0.05492,0.04664,0.06177,-0.02556
21213,0.02058,0.0,1.0,TEZIX,0.00679,-0.04225,-0.04054,0.05778,0.04865,0.06177,-0.01555
21215,0.16588,1.0,0.0,TFAEX,0.06355,0.01422,0.07874,0.05026,0.11301,0.01632,0.06727
21216,0.16651,1.0,0.0,TFAFX,0.06267,0.01497,0.0808,0.05076,0.11552,0.01632,0.07872
21218,0.07459,1.0,0.0,TFALX,0.03939,0.01143,0.06192,0.04375,0.05843,0.01632,0.02707
21219,0.1367,1.0,0.0,TFAMX,0.04885,0.01689,0.0707,0.04852,0.08966,0.01632,0.03428
21221,0.13937,1.0,0.0,TFAUX,0.05128,0.01674,0.07226,0.04927,0.09153,0.01632,0.04207
21222,0.07703,1.0,0.0,TFAZX,0.04008,0.01231,0.06262,0.04461,0.05934,0.01632,0.02989
21233,0.01771,3.0,0.0,TFEBX,0.01815,-0.00011,0.02126,0.01378,0.022,0.04507,0.05018
21234,0.08691,21.0,9.0,TFEQX,0.03697,0.04862,0.22668,0.01061,0.12821,0.00882,0.05302
21235,0.08541,9.0,5.0,TFESX,0.03635,0.04845,0.22632,0.00969,0.12879,0.00882,0.05157
21236,0.10842,13.0,10.0,TFFAX,0.02102,0.08559,0.19744,0.0241,0.12162,0.00882,-0.00353
21240,0.01578,2.0,0.0,TFGCX,0.01562,0.00563,0.0469,0.02757,0.09388,0.04842,0.06826
21241,0.02396,2.0,1.0,TFGIX,0.01785,0.008,0.05045,0.03046,0.09722,0.04842,0.08089
21242,0.02115,2.0,1.0,TFGPX,0.01845,0.00587,0.05031,0.02859,0.09675,0.04842,0.07714
21244,0.02499,2.0,1.0,TFGYX,0.01884,0.00803,0.04963,0.02965,0.09741,0.04842,0.07919
21246,-0.01988,17.0,4.0,TFIAX,0.00714,-0.02475,-0.00213,0.00093,0.02582,0.07522,0.05236
21247,-0.02611,12.0,4.0,TFICX,0.00465,-0.02672,-0.00385,-0.0009,0.02402,0.07522,0.04465
21257,0.02223,3.0,0.0,TFNYX,0.02663,-0.00111,0.02961,0.01028,0.01877,0.04548,0.04462
21259,0.18185,9.0,2.0,TFOIX,0.14169,-0.02362,0.15609,0.20986,0.5794,0.35862,1.12096
21262,0.08074,3.0,1.0,TFRRX,0.03462,0.01599,0.06988,0.03908,0.11038,0.10479,0.1098
21263,0.02188,2.0,0.0,TFSAX,0.01771,0.00693,0.05033,0.02873,0.09656,0.04842,0.07704
21264,0.14106,13.0,5.0,TFSCX,0.06391,0.05992,0.14576,0.12805,0.23816,0.10924,0.08954
21265,0.26875,17.0,6.0,TFSIX,0.01945,0.15322,0.27399,0.01152,0.14983,-0.01149,-0.06946
21266,0.03206,7.0,1.0,TFSLX,0.0272,-0.00068,0.04282,0.02914,0.08386,0.04842,0.08359
21269,0.00532,9.0,2.0,TFXIX,0.02483,-0.02678,0.02214,0.02139,0.06953,0.08056,0.07018
21270,0.34225,5.0,4.0,TGABX,0.15036,0.0707,0.10661,0.10673,0.07924,-0.03086,0.00346
21272,0.11147,3.0,1.0,TGAFX,0.04353,0.03325,0.11596,0.05784,0.15466,0.06177,0.14903
21273,-0.04819,18.0,5.0,TGBAX,0.00298,-0.02769,0.00752,-0.00595,0.00094,0.03443,-0.04194
21276,-0.00752,24.0,3.0,TGCFX,0.01791,-0.02916,0.00985,0.01011,0.03688,0.07522,0.08787
21277,0.12459,5.0,2.0,TGCIX,0.02235,0.06528,0.08214,0.02945,0.08279,0.11719,0.00425
21280,0.28225,12.0,4.0,TGDFX,0.063,0.13565,0.18346,0.0649,0.16559,0.02911,0.04068
21285,-0.02854,18.0,4.0,TGEIX,0.03855,-0.0496,0.08323,0.03456,0.16136,0.05086,0.05125
21287,-0.00908,18.0,3.0,TGFNX,0.01659,-0.02884,0.00936,0.0096,0.03641,0.07522,0.08573
21290,-0.03592,6.0,3.0,TGGBX,0.01846,-0.04444,0.04522,0.03477,0.05612,0.08348,0.12278
21291,-0.03675,6.0,3.0,TGGFX,0.0182,-0.04468,0.04593,0.03354,0.05612,0.08348,0.12221
21292,0.34488,5.0,4.0,TGGWX,0.14822,0.07294,0.10419,0.10738,0.08174,-0.03086,0.00418
21293,0.03171,17.0,4.0,TGHNX,0.0213,-0.00058,0.04655,0.03463,0.08725,0.04905,0.09717
21294,0.03386,24.0,3.0,TGHYX,0.02203,-0.00147,0.04743,0.03546,0.08846,0.04905,0.10021
21295,0.13137,5.0,2.0,TGIAX,0.02427,0.06639,0.08506,0.0313,0.085,0.11719,0.01194
21296,0.28007,25.0,9.0,TGIGX,0.06227,0.13531,0.18264,0.06459,0.16513,0.02911,0.03877
21298,-0.03031,12.0,4.0,TGINX,0.03812,-0.04984,0.08345,0.03443,0.16043,0.05086,0.05091
21299,0.16308,3.0,1.0,TGIPX,0.05864,0.04645,0.12819,0.07382,0.17999,0.13511,0.16835
21303,-0.00709,25.0,2.0,TGLMX,0.0182,-0.0315,0.00032,0.01049,0.03007,0.08056,0.08313
21308,-0.00838,21.0,0.0,TGMNX,0.01719,-0.03193,-0.00023,0.0096,0.02959,0.08056,0.08036
21312,0.26662,4.0,2.0,TGREX,0.06664,0.09199,0.14666,0.06795,0.17058,-0.05428,0.14652
21313,0.10909,2.0,0.0,TGRFX,0.05021,0.02246,0.17767,0.07941,0.2281,0.09303,0.214
21314,0.10814,2.0,0.0,TGRGX,0.05026,0.02248,0.17688,0.07817,0.22848,0.09303,0.21172
21315,0.10515,2.0,0.0,TGRHX,0.04932,0.02253,0.17651,0.07838,0.2272,0.09303,0.20831
21322,0.26505,4.0,2.0,TGRYX,0.06569,0.09179,0.14532,0.06756,0.17146,-0.05428,0.14535
21323,0.20168,14.0,9.0,TGSAX,0.04742,0.10271,0.18895,0.10369,0.24112,0.2489,0.13502
21324,0.00691,25.0,2.0,TGSMX,0.00185,0.00389,0.00524,0.00408,0.01117,0.01341,0.0182
21325,-0.04312,9.0,3.0,TGTRX,0.01622,-0.02992,0.00831,-0.00646,0.00169,0.03443,-0.05831
21337,0.20519,15.0,5.0,TGWFX,0.1216,-0.00461,0.14146,0.17322,0.43499,0.35862,0.72987
21338,-0.07148,5.0,5.0,TGWIX,0.03529,-0.06834,0.10693,0.00236,0.10547,0.03433,0.01783
21339,-0.07201,5.0,5.0,TGWNX,0.03523,-0.06862,0.10718,0.00236,0.1043,0.03433,0.01783
21340,0.2028,2.0,1.0,TGWRX,0.12002,-0.00466,0.14034,0.1726,0.43311,0.35862,0.72534
21341,0.20802,2.0,1.0,TGWTX,0.12191,-0.00344,0.14133,0.17374,0.43619,0.35862,0.73403
21357,0.006,9.0,1.0,THHYX,0.01816,-0.00291,0.02633,0.03644,-0.00407,0.04905,0.05213
21360,-0.00759,25.0,3.0,THIFX,0.00846,-0.01517,0.00932,0.01311,0.05713,0.03809,0.0737
21363,0.00749,24.0,5.0,THIMX,0.0106,-0.00112,0.01416,0.0115,0.02211,0.04507,0.03806
21367,0.05051,6.0,2.0,THIYX,0.02725,0.00435,0.06301,0.04545,0.08887,0.04905,0.04339
21376,0.00954,20.0,4.0,THMIX,0.01121,-0.00054,0.01478,0.01212,0.02274,0.04507,0.04057
21398,0.0346,17.0,3.0,THYAX,0.0269,0.00335,0.06236,0.04424,0.08722,0.04905,0.03974
21399,0.0303,17.0,3.0,THYCX,0.02511,0.00152,0.06055,0.04239,0.08531,0.04905,0.03191
21404,0.0357,10.0,3.0,THYYX,0.02826,0.00299,0.06406,0.04393,0.08856,0.04905,0.04262
21443,0.1434,2.0,0.0,TIHAX,0.05239,0.07616,0.13506,0.03682,0.14192,0.00882,0.03093
21444,0.145,2.0,0.0,TIHBX,0.0522,0.07692,0.137,0.0367,0.14286,0.00882,0.03406
21447,0.1461,2.0,0.0,TIHIX,0.0522,0.07799,0.13594,0.0367,0.14286,0.00882,0.03309
21448,0.145,2.0,0.0,TIHJX,0.05311,0.07692,0.137,0.0367,0.14286,0.00882,0.03406
21464,0.1166,10.0,5.0,TILDX,0.02497,0.08124,0.11279,0.08928,0.20552,0.11719,0.12776
21478,0.0218,2.0,0.0,TINAX,0.02199,0.00136,0.03616,0.01664,0.03921,0.03443,0.07012
21479,0.0245,10.0,5.0,TINCX,0.01882,0.02659,0.12273,0.0334,0.05993,0.06177,0.01494
21482,0.0232,2.0,0.0,TINIX,0.02262,0.00196,0.03579,0.01723,0.04183,0.03443,0.0726
21485,0.0278,4.0,2.0,TIOAX,0.0274,-0.01708,0.02572,0.02786,0.05788,0.10007,0.08699
21486,0.0241,4.0,2.0,TIOCX,0.02494,-0.01822,0.02352,0.02501,0.05648,0.10007,0.07786
21509,0.1287,4.0,3.0,TISVX,0.03725,0.06472,0.17373,0.08129,0.18549,0.08609,0.0892
21513,0.0005,14.0,3.0,TIUSX,0.02055,-0.03017,0.01533,0.01242,0.04799,0.07522,0.08653
21519,0.1847,15.0,5.0,TLAFX,0.08258,0.07008,0.11156,0.08026,0.20701,0.15827,0.15325
21520,0.1822,2.0,1.0,TLARX,0.08274,0.0685,0.11197,0.07853,0.20749,0.15827,0.15134
21521,0.1861,2.0,1.0,TLATX,0.08416,0.06982,0.11339,0.07996,0.20776,0.15827,0.15647
21557,0.1903,13.0,7.0,TLOFX,0.05023,0.1181,0.13358,0.03774,0.14822,0.02911,-0.01145
21558,0.1876,1.0,2.0,TLORX,0.04954,0.11739,0.13287,0.03576,0.14889,0.02911,-0.01422
21559,0.1908,1.0,2.0,TLOTX,0.05195,0.11774,0.13443,0.03718,0.15049,0.02911,-0.00884
21606,-0.0026,17.0,3.0,TMBFX,0.02192,-0.03459,0.01202,0.00929,0.04231,0.07522,0.07494
21608,-0.0032,2.0,1.0,TMBRX,0.02124,-0.03432,0.01031,0.00836,0.04149,0.07522,0.07157
21609,-0.0012,17.0,3.0,TMBTX,0.02255,-0.03314,0.01168,0.00991,0.04291,0.07522,0.07648
21614,0.1824,3.0,4.0,TMCLX,0.09424,0.10083,0.20231,-0.02926,0.2429,-0.23341,-0.12127
21622,0.1603,17.0,6.0,TMFSX,0.01756,0.15111,0.27217,0.00921,0.14718,-0.01149,-0.07663
21623,0.1008,8.0,3.0,TMGIX,0.06074,0.03132,0.13106,0.0597,0.1877,0.11719,0.17285
21624,0.0896,14.0,5.0,TMIFX,0.06414,0.00734,0.16773,0.06824,0.32599,0.39262,0.30329
21625,0.087,2.0,1.0,TMIRX,0.06352,0.00669,0.16623,0.06808,0.32436,0.39262,0.29844
21626,0.0902,5.0,2.0,TMITX,0.06482,0.00734,0.16855,0.06918,0.32636,0.39262,0.3054
21627,0.1868,3.0,4.0,TMLAX,0.09615,0.10294,0.20397,-0.02706,0.24485,-0.23341,-0.11447
21630,0.1907,3.0,4.0,TMLPX,0.09709,0.10388,0.20518,-0.02639,0.24614,-0.23341,-0.11337
21632,0.0727,8.0,3.0,TMMIX,0.04988,0.01469,0.0987,0.0468,0.14536,0.08856,0.15012
21633,0.0424,2.0,0.0,TMNAX,0.0271,0.00712,0.03352,0.01707,0.00863,0.0345,0.06495
21634,0.0385,2.0,0.0,TMNCX,0.02551,0.00548,0.03088,0.01534,0.00674,0.0345,0.0557
21635,0.0439,2.0,0.0,TMNIX,0.02772,0.00772,0.03416,0.01724,0.00959,0.0345,0.06731
21673,-0.0014,21.0,5.0,TOBAX,0.02166,-0.03078,0.02341,0.0209,0.07725,0.08056,0.09927
21674,-0.0004,5.0,3.0,TOBIX,0.02252,-0.03085,0.02517,0.02175,0.0782,0.08056,0.10291
21675,0.0,5.0,3.0,TOBYX,0.02231,-0.03022,0.02409,0.02156,0.07799,0.08056,0.1011
21677,-0.0066,21.0,5.0,TODCX,0.0198,-0.03344,0.02271,0.01882,0.07475,0.08056,0.09192
21693,0.1809,2.0,1.0,TOTFX,0.05677,0.1198,0.23147,0.0393,0.20423,0.02633,0.0409
21694,0.1786,2.0,1.0,TOTRX,0.05539,0.11909,0.23147,0.03731,0.20324,0.02633,0.03763
21695,0.1823,5.0,1.0,TOTTX,0.05689,0.12101,0.23284,0.03834,0.20474,0.02633,0.04245
21714,-0.0342,28.0,6.0,TPINX,0.00127,-0.02814,0.00788,-0.00755,0.00132,0.03443,-0.0441
21720,0.0332,16.0,4.0,TPRFX,0.03147,-0.01864,0.01885,0.02749,0.04711,0.10007,0.09652
21721,0.0326,2.0,1.0,TPRRX,0.03043,-0.01829,0.0171,0.02663,0.04612,0.10007,0.09184
21722,0.0352,2.0,1.0,TPRTX,0.03176,-0.0171,0.0183,0.02793,0.0472,0.10007,0.09685
21732,0.1196,16.0,6.0,TQCAX,0.02119,0.0974,0.09164,0.02571,0.14986,0.02911,-0.06049
21733,0.1155,16.0,6.0,TQCCX,0.01998,0.09577,0.09002,0.02373,0.1479,0.02911,-0.06678
21735,0.1211,4.0,3.0,TQCYX,0.02177,0.09872,0.09151,0.02697,0.1498,0.02911,-0.05867
21744,0.0091,23.0,4.0,TQPAX,0.022,-0.01417,0.04287,0.02352,0.07873,0.04842,0.07801
21745,0.0049,21.0,5.0,TQPCX,0.01995,-0.01508,0.04076,0.02158,0.07675,0.04842,0.07034
21752,0.2095,2.0,2.0,TQVAX,0.04651,0.15436,0.19941,0.02509,0.1517,0.02911,-0.00643
21772,0.1914,49.0,19.0,TRDFX,0.04053,0.14953,0.26981,0.04817,0.26121,0.10988,0.10359
21773,0.1667,4.0,3.0,TRDIX,0.05589,0.08091,0.15521,0.01683,0.12031,0.02911,-0.07535
21801,0.1871,8.0,4.0,TRICX,0.06837,0.12967,0.13108,0.05617,0.17307,0.08856,0.041
21803,0.1895,8.0,4.0,TRIFX,0.07024,0.13134,0.13578,0.05527,0.17822,0.08856,0.05103
21806,0.1916,4.0,3.0,TRIIX,0.07112,0.12997,0.13684,0.05607,0.17589,0.08856,0.05382
21833,0.1301,4.0,1.0,TRNTX,0.06711,0.04782,0.13566,0.07511,0.18619,0.15247,0.15561
21860,0.1065,14.0,4.0,TRRCX,0.05497,0.04218,0.12348,0.06243,0.17468,0.12985,0.15905
21863,0.0656,13.0,3.0,TRRFX,0.03706,0.01924,0.07396,0.0388,0.11238,0.10479,0.11237
21864,0.0762,12.0,4.0,TRRGX,0.04237,0.0254,0.08818,0.04603,0.13002,0.10747,0.12571
21893,0.1299,4.0,1.0,TRSYX,0.04206,0.125,0.3092,0.05278,0.25118,0.10988,0.19573
21908,0.1091,7.0,2.0,TRWAX,0.04431,0.06002,0.17184,0.05041,0.18622,0.00882,0.06331
21910,0.1103,2.0,1.0,TRWFX,0.04499,0.06054,0.17291,0.05131,0.18722,0.00882,0.06628
21911,0.1121,7.0,2.0,TRWIX,0.04579,0.06098,0.17405,0.05164,0.18773,0.00882,0.06848
21912,0.1089,2.0,1.0,TRWRX,0.0444,0.0593,0.17218,0.05122,0.18593,0.00882,0.06349
21913,0.1124,20.0,8.0,TRWTX,0.04596,0.06109,0.1734,0.05191,0.18796,0.00882,0.06858
21976,0.0197,17.0,3.0,TSHFX,0.02093,-0.01039,0.03453,0.02325,0.06896,0.08056,0.08412
21977,0.1214,4.0,2.0,TSHIX,0.05474,0.04883,0.10981,0.0644,0.15447,0.08856,0.11643
21978,0.0191,2.0,1.0,TSHRX,0.01996,-0.01008,0.03293,0.02356,0.06831,0.08056,0.08137
21992,0.1968,12.0,5.0,TSLFX,0.02953,0.19106,0.35467,0.0305,0.22801,0.04017,0.05787
21993,0.1981,6.0,2.0,TSLIX,0.02958,0.19143,0.35528,0.03191,0.22675,0.04017,0.05911
21994,0.1987,3.0,1.0,TSLRX,0.03016,0.19205,0.35514,0.03303,0.2269,0.04017,0.05972
